Call Id;VIP;Time of Day;Topic;Answered (Y/N);Resolved;Hold Time;Call Time;Satisfaction rating;missing values;Repeat Call
C2647;0;Morning;Business Related;N;N;-1;-1;-1;1;N
C2648;0;Morning;Others;Y;N;142;264;5;0;N
C2649;0;Morning;Loyalty Program;Y;Y;211;281;3;0;Y
C2650;0;Morning;Technical Support;Y;Y;170;262;3;0;Y
C2651;1;Afternoon;Technical Support;Y;Y;119;189;5;0;N
C2652;0;Evening;Business Related;Y;Y;170;278;5;0;N
C2653;1;Morning;Others;Y;Y;162;232;2;0;N
C2654;0;Morning;Others;Y;Y;93;221;3;0;N
C2655;1;Afternoon;Others;Y;Y;117;187;5;0;N
C2656;1;Evening;Loyalty Program;Y;Y;264;334;1;0;Y
C2657;0;Morning;Others;Y;Y;282;352;3;0;N
C2658;0;Evening;Loyalty Program;N;N;-1;-1;-1;1;N
C2659;0;Evening;Loyalty Program;Y;Y;248;318;4;0;Y
C2660;0;Evening;Others;Y;Y;75;343;2;0;Y
C2661;0;Evening;Business Related;N;N;-1;-1;-1;1;N
C2662;0;Evening;Business Related;Y;Y;66;354;5;0;Y
C2663;0;Morning;Loyalty Program;N;N;-1;-1;-1;1;N
C2664;0;Morning;Business Related;Y;Y;282;352;5;0;N
C2665;1;Afternoon;Loyalty Program;Y;N;69;139;4;0;N
C2666;0;Evening;Others;Y;Y;258;328;3;0;N
C2667;0;Evening;Others;Y;Y;164;234;3;0;N
C2668;0;Morning;Others;Y;Y;110;180;3;0;N
C2669;0;Evening;Technical Support;N;N;-1;-1;-1;1;N
C2670;1;Morning;Others;Y;Y;165;294;4;0;Y
C2671;1;Morning;Technical Support;Y;Y;121;231;1;0;N
C2672;1;Evening;Business Related;Y;N;296;366;5;0;N
C2673;0;Morning;Technical Support;Y;Y;267;337;3;0;Y
C2674;0;Morning;Business Related;Y;Y;79;176;3;0;N
C2675;0;Morning;Technical Support;Y;Y;137;207;1;0;N
C2676;0;Afternoon;Technical Support;Y;Y;240;310;5;0;N
C2677;0;Morning;Others;Y;N;196;308;5;0;N
C2678;0;Morning;Others;Y;Y;223;293;2;0;Y
C2679;0;Evening;Technical Support;Y;Y;247;317;3;0;N
C2680;1;Afternoon;Others;Y;Y;280;350;5;0;N
C2681;1;Afternoon;Business Related;Y;Y;217;287;2;0;N
C2682;0;Evening;Loyalty Program;Y;Y;273;337;4;0;N
C2683;1;Morning;Loyalty Program;Y;Y;253;323;5;0;N
C2684;0;Morning;Loyalty Program;Y;Y;159;229;4;0;N
C2685;0;Morning;Business Related;Y;Y;182;252;5;0;Y
C2686;0;Afternoon;Others;Y;Y;204;328;4;0;N
C2687;0;Afternoon;Others;Y;Y;110;318;1;0;N
C2688;1;Morning;Technical Support;N;N;-1;-1;-1;1;N
C2689;1;Afternoon;Business Related;Y;Y;291;361;3;0;N
C2690;0;Evening;Technical Support;Y;Y;86;156;5;0;N
C2691;1;Evening;Business Related;Y;N;65;357;4;0;N
C2692;0;Morning;Others;Y;N;177;247;5;0;Y
C2693;0;Morning;Technical Support;Y;Y;95;207;2;0;N
C2694;1;Afternoon;Technical Support;Y;N;180;250;4;0;Y
C2695;0;Morning;Technical Support;Y;Y;124;194;4;0;Y
C2696;1;Afternoon;Business Related;Y;Y;101;171;3;0;N
C2697;1;Morning;Technical Support;Y;Y;175;329;5;0;N
C2698;0;Afternoon;Loyalty Program;Y;Y;152;222;3;0;Y
C2699;1;Afternoon;Business Related;Y;Y;197;267;3;0;N
C2700;0;Afternoon;Business Related;Y;N;195;265;2;0;N
C2701;1;Evening;Business Related;Y;Y;126;196;5;0;Y
C2702;0;Evening;Business Related;Y;Y;271;341;5;0;Y
C2703;1;Evening;Business Related;Y;Y;149;219;5;0;N
C2704;0;Afternoon;Business Related;Y;N;282;352;4;0;Y
C2705;1;Evening;Others;Y;Y;173;332;1;0;Y
C2706;0;Morning;Others;Y;Y;102;244;3;0;N
C2707;0;Afternoon;Others;N;N;-1;-1;-1;1;Y
C2708;0;Afternoon;Others;Y;Y;256;326;1;0;Y
C2709;0;Morning;Others;Y;N;293;363;3;0;Y
C2710;0;Afternoon;Loyalty Program;Y;N;184;254;1;0;Y
C2711;0;Afternoon;Loyalty Program;Y;Y;60;165;2;0;N
C2712;0;Afternoon;Technical Support;Y;Y;64;134;1;0;N
C2713;0;Morning;Technical Support;Y;N;288;358;2;0;N
C2714;0;Afternoon;Loyalty Program;Y;Y;222;360;1;0;N
C2715;0;Evening;Business Related;Y;Y;65;257;4;0;Y
C2716;1;Afternoon;Business Related;Y;Y;99;169;1;0;N
C2717;1;Afternoon;Business Related;Y;Y;181;251;5;0;N
C2718;0;Evening;Others;Y;Y;240;351;2;0;N
C2719;0;Morning;Business Related;Y;Y;291;361;5;0;Y
C2720;0;Afternoon;Business Related;Y;N;142;250;4;0;N
C2721;0;Afternoon;Loyalty Program;N;N;-1;-1;-1;1;N
C2722;1;Morning;Technical Support;Y;Y;172;242;3;0;N
C2723;1;Afternoon;Technical Support;Y;Y;202;272;4;0;N
C2724;1;Morning;Business Related;Y;Y;185;264;5;0;N
C2725;0;Afternoon;Loyalty Program;Y;N;90;306;3;0;N
C2726;1;Morning;Technical Support;Y;Y;121;182;4;0;N
C2727;0;Evening;Technical Support;Y;Y;139;209;5;0;N
C2728;0;Morning;Business Related;Y;Y;268;338;4;0;N
C2729;0;Evening;Others;N;N;-1;-1;-1;1;N
C2730;0;Afternoon;Loyalty Program;Y;Y;105;175;4;0;Y
C2731;1;Morning;Business Related;Y;Y;200;264;4;0;N
C2732;1;Afternoon;Loyalty Program;Y;N;125;195;4;0;Y
C2733;1;Evening;Technical Support;Y;N;71;267;3;0;N
C2734;0;Morning;Others;Y;Y;256;333;3;0;N
C2735;0;Morning;Technical Support;Y;Y;282;352;3;0;Y
C2736;0;Afternoon;Technical Support;Y;N;298;368;5;0;N
C2737;0;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C2738;0;Morning;Others;Y;N;74;262;4;0;N
C2739;0;Afternoon;Business Related;Y;Y;174;244;4;0;Y
C2740;0;Evening;Technical Support;Y;Y;72;181;2;0;Y
C2741;0;Afternoon;Loyalty Program;Y;Y;63;299;5;0;N
C2742;0;Afternoon;Loyalty Program;Y;Y;292;362;2;0;N
C2743;1;Evening;Others;Y;Y;142;330;1;0;N
C2744;0;Afternoon;Loyalty Program;Y;Y;189;282;1;0;N
C2745;1;Evening;Others;Y;Y;272;342;4;0;Y
C2746;0;Afternoon;Others;Y;Y;192;262;3;0;N
C2747;0;Afternoon;Technical Support;Y;Y;246;320;2;0;N
C2748;1;Morning;Technical Support;Y;Y;136;206;1;0;N
C2749;0;Afternoon;Business Related;Y;Y;205;299;3;0;N
C2750;0;Evening;Others;Y;N;137;227;4;0;N
C2751;0;Morning;Business Related;Y;Y;171;283;2;0;Y
C2752;0;Afternoon;Others;N;N;-1;-1;-1;1;Y
C2753;0;Morning;Loyalty Program;Y;N;209;279;5;0;N
C2754;0;Evening;Technical Support;N;N;-1;-1;-1;1;N
C2755;0;Evening;Others;Y;Y;76;185;1;0;N
C2756;0;Afternoon;Business Related;Y;N;129;330;1;0;N
C2757;0;Afternoon;Loyalty Program;Y;Y;207;277;5;0;Y
C2758;1;Afternoon;Technical Support;Y;Y;139;209;4;0;N
C2759;0;Evening;Technical Support;Y;Y;89;310;1;0;N
C2760;0;Evening;Others;Y;Y;116;186;5;0;N
C2761;0;Evening;Others;Y;Y;66;136;4;0;N
C2762;0;Afternoon;Technical Support;Y;Y;92;162;5;0;N
C2763;1;Morning;Others;Y;Y;129;199;3;0;N
C2764;0;Morning;Technical Support;Y;Y;227;297;4;0;N
C2765;0;Evening;Technical Support;Y;N;172;242;5;0;N
C2766;1;Evening;Others;Y;Y;247;317;3;0;N
C2767;1;Evening;Loyalty Program;Y;Y;220;290;4;0;N
C2768;0;Morning;Loyalty Program;Y;Y;278;348;4;0;N
C2769;0;Afternoon;Technical Support;Y;Y;247;317;4;0;N
C2770;0;Morning;Loyalty Program;Y;Y;273;343;3;0;N
C2771;0;Evening;Others;Y;Y;284;354;2;0;N
C2772;0;Morning;Business Related;Y;Y;216;348;5;0;N
C2773;1;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
C2774;0;Evening;Others;Y;Y;276;346;5;0;Y
C2775;0;Evening;Others;Y;N;185;338;4;0;N
C2776;0;Evening;Loyalty Program;Y;Y;293;363;5;0;N
C2777;0;Evening;Business Related;Y;Y;123;193;1;0;Y
C2778;0;Evening;Business Related;Y;Y;50;302;5;0;N
C2779;0;Morning;Others;Y;Y;206;358;1;0;N
C2780;0;Evening;Business Related;Y;Y;138;208;5;0;Y
C2781;0;Afternoon;Business Related;Y;N;224;294;1;0;N
C2782;1;Evening;Business Related;Y;N;77;229;3;0;N
C2783;0;Afternoon;Business Related;Y;Y;259;329;5;0;Y
C2784;1;Evening;Technical Support;Y;Y;274;344;2;0;Y
C2785;0;Morning;Business Related;Y;Y;102;269;5;0;N
C2786;0;Morning;Loyalty Program;Y;Y;199;301;4;0;N
C2787;0;Evening;Loyalty Program;Y;Y;119;355;5;0;N
C2788;0;Afternoon;Technical Support;Y;N;64;237;5;0;Y
C2789;1;Evening;Others;Y;Y;179;264;5;0;N
C2790;0;Morning;Technical Support;Y;N;162;296;1;0;N
C2791;0;Evening;Business Related;Y;Y;166;236;5;0;N
C2792;0;Morning;Others;Y;N;121;191;4;0;N
C2793;1;Afternoon;Loyalty Program;Y;Y;248;318;4;0;N
C2794;1;Afternoon;Others;Y;Y;230;300;4;0;N
C2795;0;Evening;Technical Support;Y;Y;218;288;1;0;N
C2796;0;Evening;Others;Y;Y;184;254;1;0;Y
C2797;0;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C2798;0;Evening;Loyalty Program;Y;Y;296;358;4;0;Y
C2799;0;Afternoon;Business Related;Y;Y;287;357;5;0;N
C2800;0;Morning;Loyalty Program;Y;Y;81;151;1;0;N
C2801;0;Morning;Others;Y;Y;221;345;5;0;N
C2802;1;Evening;Others;Y;Y;290;360;2;0;N
C2803;0;Evening;Technical Support;Y;N;77;160;4;0;N
C2804;1;Evening;Technical Support;Y;Y;180;250;2;0;N
C2805;0;Afternoon;Business Related;Y;Y;273;343;4;0;Y
C2806;0;Morning;Business Related;Y;Y;119;283;1;0;N
C2807;0;Morning;Loyalty Program;Y;Y;194;294;3;0;N
C2808;1;Morning;Loyalty Program;Y;Y;114;345;2;0;N
C2809;0;Evening;Business Related;Y;Y;73;323;1;0;Y
C2810;0;Morning;Business Related;Y;Y;284;354;4;0;N
C2811;0;Morning;Others;Y;N;84;326;3;0;N
C2812;0;Evening;Others;Y;Y;271;341;1;0;N
C2813;0;Evening;Technical Support;Y;Y;51;222;5;0;N
C2814;0;Evening;Others;Y;Y;101;211;2;0;Y
C2815;0;Evening;Technical Support;Y;Y;228;338;5;0;N
C2816;1;Morning;Loyalty Program;Y;Y;145;246;1;0;N
C2817;0;Morning;Business Related;Y;Y;165;235;2;0;N
C2818;1;Evening;Technical Support;Y;Y;97;257;4;0;N
C2819;0;Afternoon;Technical Support;Y;Y;298;368;4;0;N
C2820;1;Evening;Business Related;Y;Y;261;331;1;0;N
C2821;0;Evening;Loyalty Program;Y;Y;206;298;4;0;Y
C2822;0;Morning;Business Related;Y;Y;176;246;2;0;N
C2823;0;Evening;Business Related;Y;Y;293;363;3;0;N
C2824;0;Evening;Technical Support;Y;Y;229;299;2;0;N
C2825;1;Afternoon;Others;Y;Y;134;334;3;0;N
C2826;0;Morning;Others;Y;Y;68;249;2;0;N
C2827;0;Evening;Business Related;Y;Y;134;214;4;0;N
C2828;0;Evening;Loyalty Program;Y;Y;83;356;1;0;Y
C2829;0;Morning;Business Related;Y;N;221;291;1;0;Y
C2830;0;Morning;Business Related;Y;Y;108;178;3;0;Y
C2831;0;Morning;Others;Y;Y;181;251;2;0;N
C2832;0;Evening;Loyalty Program;Y;Y;256;326;2;0;N
C2833;1;Evening;Business Related;Y;Y;289;359;1;0;N
C2834;0;Morning;Others;Y;Y;114;184;3;0;N
C2835;0;Afternoon;Technical Support;Y;Y;97;354;1;0;N
C2836;0;Evening;Others;Y;Y;184;254;3;0;N
C2837;0;Afternoon;Technical Support;Y;Y;94;302;1;0;N
C2838;0;Evening;Others;Y;Y;203;273;1;0;N
C2839;0;Evening;Loyalty Program;Y;Y;294;364;2;0;Y
C2840;0;Afternoon;Business Related;Y;Y;89;169;5;0;N
C2841;0;Afternoon;Others;Y;Y;229;299;5;0;N
C2842;1;Afternoon;Technical Support;Y;Y;82;356;1;0;N
C2843;0;Afternoon;Technical Support;Y;Y;166;272;4;0;Y
C2844;0;Morning;Business Related;Y;Y;254;324;5;0;N
C2845;0;Evening;Technical Support;Y;Y;65;162;4;0;N
C2846;0;Afternoon;Business Related;Y;Y;80;150;4;0;Y
C2847;0;Evening;Others;Y;Y;168;302;5;0;N
C2848;0;Evening;Others;Y;N;211;354;4;0;N
C2849;0;Evening;Others;Y;Y;213;283;5;0;Y
C2850;0;Afternoon;Business Related;Y;Y;137;239;5;0;N
C2851;0;Evening;Others;Y;Y;78;267;4;0;N
C2852;1;Morning;Others;Y;Y;128;293;3;0;N
C2853;1;Afternoon;Business Related;Y;Y;121;300;2;0;N
C2854;0;Afternoon;Loyalty Program;Y;N;176;246;5;0;N
C2855;0;Evening;Others;Y;Y;83;238;2;0;N
C2856;0;Evening;Loyalty Program;Y;Y;197;332;1;0;N
C2857;0;Evening;Others;Y;Y;258;328;4;0;N
C2858;0;Evening;Business Related;Y;Y;204;290;4;0;N
C2859;0;Afternoon;Business Related;Y;Y;278;348;1;0;N
C2860;1;Morning;Technical Support;Y;N;62;151;1;0;N
C2861;0;Afternoon;Loyalty Program;Y;Y;178;248;4;0;N
C2862;0;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C2863;0;Evening;Others;Y;Y;110;180;5;0;Y
C2864;0;Evening;Technical Support;Y;Y;98;168;4;0;Y
C2865;0;Afternoon;Technical Support;Y;N;63;351;4;0;Y
C2866;0;Morning;Business Related;Y;Y;130;200;5;0;N
C2867;0;Afternoon;Loyalty Program;Y;Y;77;142;4;0;Y
C2868;0;Afternoon;Others;Y;Y;161;234;2;0;N
C2869;0;Morning;Others;Y;Y;235;305;2;0;N
C2870;1;Afternoon;Technical Support;Y;Y;233;303;3;0;N
C2871;0;Evening;Technical Support;Y;N;237;307;2;0;N
C2872;0;Afternoon;Loyalty Program;Y;Y;267;337;3;0;N
C2873;0;Evening;Others;Y;N;112;182;2;0;N
C2874;0;Morning;Others;Y;Y;155;225;5;0;N
C2875;1;Evening;Loyalty Program;Y;Y;167;237;4;0;Y
C2876;1;Evening;Loyalty Program;Y;Y;119;292;1;0;Y
C2877;1;Evening;Others;Y;Y;146;242;2;0;Y
C2878;0;Evening;Business Related;Y;Y;51;187;4;0;Y
C2879;1;Morning;Technical Support;Y;Y;70;327;5;0;N
C2880;0;Afternoon;Others;Y;Y;129;199;5;0;N
C2881;0;Afternoon;Others;Y;Y;247;317;5;0;N
C2882;0;Morning;Loyalty Program;Y;Y;78;148;2;0;N
C2883;0;Afternoon;Business Related;Y;Y;273;343;5;0;N
C2884;1;Morning;Others;Y;N;166;337;3;0;N
C2885;1;Afternoon;Business Related;Y;Y;106;196;4;0;N
C2886;1;Afternoon;Others;N;N;-1;-1;-1;1;N
C2887;0;Morning;Technical Support;Y;N;282;352;5;0;N
C2888;1;Evening;Technical Support;Y;N;73;143;3;0;N
C2889;0;Morning;Loyalty Program;Y;N;155;225;5;0;Y
C2890;0;Morning;Loyalty Program;Y;Y;208;278;2;0;N
C2891;0;Afternoon;Business Related;Y;Y;291;361;4;0;N
C2892;0;Afternoon;Technical Support;Y;Y;98;223;5;0;N
C2893;0;Morning;Loyalty Program;Y;Y;90;331;2;0;N
C2894;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
C2895;0;Afternoon;Technical Support;Y;Y;197;267;4;0;N
C2896;0;Afternoon;Loyalty Program;Y;Y;54;165;4;0;N
C2897;0;Afternoon;Business Related;Y;Y;113;358;5;0;N
C2898;0;Evening;Others;Y;Y;295;365;2;0;N
C2899;0;Morning;Others;N;N;-1;-1;-1;1;N
C2900;0;Evening;Loyalty Program;Y;Y;86;242;5;0;Y
C2901;1;Afternoon;Others;N;N;-1;-1;-1;1;N
C2902;0;Morning;Others;Y;Y;233;303;5;0;N
C2903;0;Afternoon;Technical Support;Y;Y;298;368;3;0;Y
C2904;0;Afternoon;Others;Y;Y;168;238;5;0;Y
C2905;1;Evening;Business Related;Y;Y;153;338;1;0;Y
C2906;0;Evening;Technical Support;Y;Y;55;116;3;0;N
C2907;1;Evening;Others;Y;Y;255;325;1;0;N
C2908;0;Afternoon;Business Related;Y;Y;56;157;3;0;N
C2909;1;Evening;Technical Support;Y;Y;299;369;5;0;N
C2910;0;Morning;Business Related;Y;Y;78;308;4;0;N
C2911;0;Evening;Business Related;Y;Y;204;274;5;0;Y
C2912;1;Evening;Others;Y;N;147;269;3;0;N
C2913;0;Afternoon;Business Related;Y;N;216;286;2;0;N
C2914;0;Evening;Technical Support;Y;Y;71;353;4;0;N
C2915;0;Morning;Others;Y;N;163;260;2;0;N
C2916;0;Afternoon;Loyalty Program;Y;Y;65;135;3;0;N
C2917;1;Morning;Business Related;Y;Y;175;245;5;0;Y
C2918;0;Morning;Others;Y;N;209;279;5;0;N
C2919;1;Morning;Technical Support;Y;Y;237;307;4;0;Y
C2920;0;Afternoon;Loyalty Program;Y;N;184;320;5;0;Y
C2921;0;Evening;Others;Y;Y;120;347;1;0;N
C2922;0;Morning;Loyalty Program;Y;Y;63;256;4;0;N
C2923;0;Afternoon;Others;Y;Y;267;337;4;0;N
C2924;0;Evening;Technical Support;Y;N;199;268;5;0;Y
C2925;0;Morning;Others;Y;Y;151;290;4;0;N
C2926;1;Morning;Others;Y;Y;234;304;5;0;N
C2927;0;Afternoon;Technical Support;Y;Y;286;356;4;0;N
C2928;0;Evening;Technical Support;Y;Y;283;353;3;0;N
C2929;0;Afternoon;Technical Support;Y;Y;135;260;5;0;N
C2930;0;Morning;Others;N;N;-1;-1;-1;1;N
C2931;0;Morning;Technical Support;Y;Y;244;314;2;0;N
C2932;1;Afternoon;Others;Y;Y;153;351;2;0;N
C2933;0;Evening;Loyalty Program;Y;Y;243;313;4;0;N
C2934;1;Morning;Technical Support;Y;Y;131;337;1;0;N
C2935;1;Morning;Business Related;Y;Y;165;303;5;0;Y
C2936;0;Afternoon;Business Related;Y;N;120;260;4;0;Y
C2937;0;Afternoon;Others;Y;Y;88;201;5;0;Y
C2938;0;Evening;Loyalty Program;Y;Y;133;227;1;0;N
C2939;0;Morning;Others;Y;Y;71;348;1;0;N
C2940;0;Morning;Loyalty Program;N;N;-1;-1;-1;1;N
C2941;0;Evening;Technical Support;Y;Y;266;336;5;0;N
C2942;1;Afternoon;Business Related;Y;Y;182;249;2;0;N
C2943;0;Morning;Technical Support;Y;Y;210;280;1;0;N
C2944;0;Morning;Others;Y;N;227;297;4;0;N
C2945;0;Morning;Technical Support;Y;Y;53;285;4;0;N
C2946;0;Morning;Business Related;Y;N;231;301;2;0;N
C2947;0;Afternoon;Technical Support;Y;Y;78;148;3;0;Y
C2948;0;Afternoon;Others;Y;N;245;311;3;0;Y
C2949;0;Afternoon;Business Related;Y;N;94;279;5;0;N
C2950;1;Evening;Business Related;Y;Y;254;324;3;0;N
C2951;0;Morning;Technical Support;Y;N;139;290;5;0;N
C2952;0;Afternoon;Others;Y;N;94;181;3;0;N
C2953;0;Morning;Loyalty Program;Y;Y;223;293;1;0;Y
C2954;0;Evening;Business Related;N;N;-1;-1;-1;1;N
C2955;1;Evening;Business Related;Y;Y;300;370;1;0;Y
C2956;1;Morning;Others;Y;Y;252;322;3;0;N
C2957;1;Evening;Business Related;Y;Y;134;248;2;0;N
C2958;0;Morning;Others;N;N;-1;-1;-1;1;N
C2959;0;Morning;Business Related;Y;Y;275;345;5;0;Y
C2960;1;Evening;Business Related;Y;Y;77;147;1;0;N
C2961;1;Morning;Business Related;Y;Y;154;224;5;0;N
C2962;1;Morning;Others;Y;N;74;144;3;0;N
C2963;0;Morning;Loyalty Program;Y;Y;250;320;2;0;N
C2964;0;Morning;Loyalty Program;Y;Y;74;359;2;0;N
C2965;0;Evening;Loyalty Program;Y;Y;252;322;2;0;N
C2966;0;Afternoon;Loyalty Program;Y;Y;242;312;5;0;Y
C2967;0;Morning;Technical Support;Y;Y;68;247;4;0;N
C2968;0;Evening;Loyalty Program;N;N;-1;-1;-1;1;Y
C2969;0;Evening;Loyalty Program;Y;Y;68;255;1;0;N
C2970;0;Evening;Technical Support;Y;Y;138;267;1;0;N
C2971;0;Morning;Business Related;Y;Y;177;247;2;0;N
C2972;0;Evening;Business Related;Y;Y;81;143;1;0;N
C2973;0;Morning;Others;Y;Y;296;366;2;0;N
C2974;0;Morning;Loyalty Program;Y;Y;131;201;3;0;N
C2975;1;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C2976;1;Afternoon;Loyalty Program;Y;Y;110;233;1;0;N
C2977;0;Morning;Technical Support;Y;Y;232;302;4;0;N
C2978;0;Afternoon;Business Related;Y;Y;251;321;2;0;N
C2979;1;Morning;Loyalty Program;Y;Y;298;368;1;0;N
C2980;0;Afternoon;Others;Y;Y;107;177;5;0;N
C2981;0;Evening;Business Related;N;N;-1;-1;-1;1;N
C2982;1;Afternoon;Technical Support;Y;Y;78;138;5;0;Y
C2983;1;Morning;Others;Y;Y;129;199;1;0;Y
C2984;0;Afternoon;Business Related;Y;Y;128;198;2;0;N
C2985;1;Afternoon;Business Related;Y;Y;287;357;3;0;N
C2986;0;Morning;Technical Support;Y;Y;171;241;4;0;Y
C2987;0;Morning;Technical Support;Y;Y;123;193;5;0;N
C2988;0;Afternoon;Business Related;Y;Y;152;222;4;0;N
C2989;0;Evening;Business Related;Y;N;98;168;4;0;Y
C2990;0;Morning;Others;Y;Y;287;357;1;0;N
C2991;0;Evening;Others;N;N;-1;-1;-1;1;N
C2992;1;Afternoon;Technical Support;Y;Y;143;213;4;0;N
C2993;0;Morning;Others;Y;N;192;273;4;0;N
C2994;0;Morning;Loyalty Program;N;N;-1;-1;-1;1;N
C2995;0;Evening;Others;Y;Y;244;314;1;0;N
C2996;1;Morning;Others;Y;Y;216;286;4;0;Y
C2997;1;Evening;Technical Support;Y;Y;89;197;2;0;N
C2998;1;Evening;Others;Y;Y;66;136;4;0;N
C2999;1;Morning;Technical Support;Y;Y;268;338;3;0;N
C3000;0;Morning;Others;Y;Y;89;299;1;0;N
C3001;1;Morning;Others;Y;Y;61;166;1;0;N
C3002;0;Morning;Others;Y;Y;109;179;4;0;N
C3003;1;Morning;Business Related;Y;N;236;306;3;0;N
C3004;0;Morning;Others;Y;Y;139;270;5;0;N
C3005;1;Afternoon;Business Related;Y;Y;299;369;4;0;N
C3006;0;Evening;Loyalty Program;Y;Y;170;240;4;0;N
C3007;0;Afternoon;Business Related;Y;Y;251;321;5;0;Y
C3008;0;Afternoon;Loyalty Program;Y;Y;75;194;5;0;N
C3009;1;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
C3010;0;Afternoon;Loyalty Program;Y;Y;60;130;3;0;N
C3011;0;Evening;Others;Y;Y;166;236;4;0;N
C3012;1;Morning;Loyalty Program;N;N;-1;-1;-1;1;N
C3013;1;Evening;Business Related;Y;Y;86;330;2;0;N
C3014;0;Afternoon;Technical Support;Y;Y;176;246;4;0;N
C3015;0;Afternoon;Technical Support;Y;Y;288;358;5;0;Y
C3016;1;Morning;Others;Y;N;73;229;5;0;N
C3017;1;Morning;Business Related;Y;Y;150;220;3;0;N
C3018;1;Afternoon;Loyalty Program;Y;Y;165;279;1;0;N
C3019;0;Morning;Loyalty Program;Y;Y;66;260;2;0;N
C3020;0;Morning;Technical Support;Y;Y;60;178;1;0;N
C3021;0;Afternoon;Business Related;Y;N;128;235;2;0;N
C3022;0;Afternoon;Loyalty Program;Y;Y;75;253;5;0;N
C3023;0;Afternoon;Business Related;Y;Y;162;232;5;0;N
C3024;0;Afternoon;Loyalty Program;N;N;-1;-1;-1;1;N
C3025;0;Morning;Loyalty Program;Y;Y;300;370;5;0;Y
C3026;0;Morning;Business Related;Y;Y;126;291;4;0;N
C3027;0;Morning;Others;Y;Y;107;235;3;0;N
C3028;1;Morning;Loyalty Program;Y;Y;190;260;1;0;N
C3029;0;Afternoon;Loyalty Program;Y;Y;134;224;1;0;Y
C3030;1;Evening;Technical Support;Y;Y;164;265;5;0;N
C3031;0;Morning;Loyalty Program;Y;Y;69;232;4;0;N
C3032;0;Evening;Loyalty Program;Y;Y;112;182;4;0;N
C3033;0;Evening;Others;Y;Y;256;326;2;0;N
C3034;1;Afternoon;Others;N;N;-1;-1;-1;1;N
C3035;1;Evening;Business Related;N;N;-1;-1;-1;1;N
C3036;0;Evening;Business Related;Y;Y;113;348;1;0;N
C3037;0;Afternoon;Technical Support;Y;N;234;307;5;0;N
C3038;0;Afternoon;Loyalty Program;Y;Y;189;293;3;0;Y
C3039;0;Evening;Loyalty Program;Y;Y;193;347;1;0;N
C3040;0;Evening;Loyalty Program;Y;Y;55;346;3;0;N
C3041;0;Afternoon;Technical Support;Y;N;77;237;3;0;N
C3042;1;Evening;Others;Y;Y;258;328;4;0;N
C3043;1;Afternoon;Others;Y;Y;281;351;4;0;N
C3044;1;Evening;Others;Y;Y;54;307;4;0;Y
C3045;0;Evening;Business Related;Y;N;292;362;2;0;N
C3046;0;Evening;Technical Support;Y;Y;199;269;1;0;N
C3047;0;Morning;Loyalty Program;Y;Y;134;204;5;0;N
C3048;0;Evening;Business Related;Y;Y;235;305;3;0;N
C3049;0;Afternoon;Technical Support;Y;Y;135;274;5;0;N
C3050;0;Morning;Technical Support;Y;Y;275;345;4;0;N
C3051;0;Evening;Business Related;N;N;-1;-1;-1;1;N
C3052;0;Evening;Business Related;Y;Y;280;350;1;0;Y
C3053;0;Afternoon;Technical Support;Y;N;57;205;1;0;Y
C3054;0;Morning;Business Related;Y;Y;118;188;4;0;N
C3055;0;Morning;Technical Support;Y;N;68;273;3;0;Y
C3056;1;Evening;Loyalty Program;Y;Y;63;188;2;0;N
C3057;0;Morning;Loyalty Program;Y;N;60;130;4;0;Y
C3058;1;Evening;Business Related;Y;Y;173;243;5;0;Y
C3059;1;Afternoon;Technical Support;Y;N;67;336;5;0;N
C3060;0;Evening;Others;Y;Y;176;278;4;0;N
C3061;0;Afternoon;Others;N;N;-1;-1;-1;1;Y
C3062;0;Morning;Others;N;N;-1;-1;-1;1;N
C3063;0;Evening;Others;Y;Y;192;262;2;0;N
C3064;0;Evening;Loyalty Program;Y;Y;60;344;1;0;N
C3065;1;Evening;Loyalty Program;Y;N;160;352;4;0;N
C3066;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
C3067;0;Evening;Others;N;N;-1;-1;-1;1;N
C3068;1;Morning;Technical Support;Y;N;300;370;3;0;Y
C3069;0;Evening;Business Related;Y;Y;240;310;2;0;N
C3070;0;Morning;Loyalty Program;Y;N;244;314;5;0;N
C3071;0;Evening;Business Related;Y;Y;273;343;4;0;N
C3072;0;Morning;Others;Y;Y;56;119;2;0;N
C3073;0;Morning;Loyalty Program;Y;Y;123;193;5;0;N
C3074;0;Afternoon;Business Related;Y;Y;161;306;5;0;N
C3075;1;Morning;Loyalty Program;N;N;-1;-1;-1;1;Y
C3076;0;Morning;Business Related;Y;Y;139;250;4;0;N
C3077;1;Evening;Technical Support;Y;N;254;324;4;0;N
C3078;0;Morning;Others;Y;Y;124;194;1;0;N
C3079;1;Evening;Others;Y;Y;290;360;2;0;Y
C3080;0;Evening;Others;Y;Y;244;314;3;0;N
