Call Id;VIP;Time of Day;Topic;Answered (Y/N);Resolved;Hold Time;Call Time;Satisfaction rating;missing values;Repeat Call
ID0967;0;Evening;Admin Support;Y;Y;60;120;5;0;N
ID0968;1;Evening;Streaming;Y;Y;85;332;4;0;N
ID0969;1;Morning;Admin Support;Y;Y;53;366;4;0;N
ID0970;0;Morning;Contract related;Y;N;27;374;5;0;Y
ID0971;0;Morning;Admin Support;Y;Y;30;243;3;0;N
ID0972;1;Morning;Contract related;N;N;-1;-1;-1;1;N
ID0973;1;Morning;Admin Support;Y;Y;113;181;5;0;N
ID0974;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID0975;0;Morning;Admin Support;N;N;-1;-1;-1;1;N
ID0976;0;Morning;Streaming;Y;Y;80;417;4;0;N
ID0977;0;Morning;Contract related;Y;Y;45;420;5;0;N
ID0978;0;Morning;Admin Support;Y;Y;95;196;1;0;N
ID0979;0;Morning;Streaming;N;N;-1;-1;-1;1;Y
ID0980;0;Morning;Payment related;Y;Y;33;148;3;0;Y
ID0981;0;Morning;Payment related;N;N;-1;-1;-1;1;N
ID0982;0;Morning;Streaming;Y;Y;90;407;3;0;N
ID0983;1;Morning;Payment related;Y;Y;90;194;3;0;N
ID0984;0;Morning;Streaming;Y;N;57;250;1;0;Y
ID0985;0;Morning;Admin Support;Y;Y;123;350;2;0;Y
ID0986;0;Morning;Admin Support;Y;Y;39;411;4;0;N
ID0987;0;Morning;Technical Support;Y;N;38;136;5;0;N
ID0988;0;Morning;Streaming;Y;Y;26;95;1;0;N
ID0989;0;Morning;Contract related;Y;Y;43;154;3;0;N
ID0990;0;Morning;Streaming;Y;Y;89;353;3;0;Y
ID0991;1;Morning;Contract related;Y;Y;121;324;3;0;N
ID0992;0;Morning;Payment related;Y;Y;114;190;4;0;Y
ID0993;0;Afternoon;Contract related;N;N;-1;-1;-1;1;N
ID0994;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
ID0995;0;Afternoon;Streaming;N;N;-1;-1;-1;1;N
ID0996;1;Afternoon;Admin Support;Y;N;101;276;3;0;N
ID0997;0;Afternoon;Payment related;Y;Y;87;319;4;0;N
ID0998;0;Afternoon;Admin Support;Y;Y;22;362;5;0;Y
ID0999;0;Afternoon;Streaming;Y;Y;19;237;2;0;Y
ID1000;1;Afternoon;Admin Support;Y;Y;31;150;4;0;N
ID1001;0;Afternoon;Payment related;Y;Y;24;363;4;0;N
ID1002;0;Afternoon;Payment related;Y;N;94;282;4;0;Y
ID1003;1;Afternoon;Streaming;Y;Y;79;107;4;0;Y
ID1004;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
ID1005;0;Afternoon;Admin Support;Y;Y;87;280;4;0;Y
ID1006;0;Afternoon;Contract related;Y;N;65;364;4;0;Y
ID1007;0;Afternoon;Contract related;Y;Y;36;263;3;0;N
ID1008;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID1009;0;Afternoon;Streaming;Y;Y;33;136;4;0;Y
ID1010;1;Afternoon;Contract related;N;N;-1;-1;-1;1;N
ID1011;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;N
ID1012;0;Afternoon;Streaming;Y;Y;24;195;5;0;Y
ID1013;1;Evening;Admin Support;Y;Y;32;220;5;0;Y
ID1014;0;Evening;Contract related;Y;N;24;226;4;0;Y
ID1015;1;Evening;Technical Support;Y;Y;96;329;5;0;Y
ID1016;0;Evening;Technical Support;Y;Y;45;125;5;0;N
ID1017;1;Evening;Admin Support;Y;Y;16;309;1;0;N
ID1018;1;Evening;Technical Support;Y;Y;75;416;5;0;Y
ID1019;0;Evening;Contract related;Y;Y;71;97;3;0;Y
ID1020;0;Evening;Technical Support;Y;Y;47;137;3;0;N
ID1021;0;Evening;Admin Support;Y;Y;54;288;3;0;N
ID1022;1;Evening;Payment related;Y;Y;101;269;4;0;N
ID1023;0;Evening;Streaming;Y;Y;46;127;3;0;N
ID1024;0;Evening;Technical Support;Y;Y;45;415;3;0;N
ID1025;0;Evening;Technical Support;Y;Y;45;325;4;0;N
ID1026;0;Evening;Admin Support;Y;Y;30;298;5;0;N
ID1027;0;Evening;Technical Support;Y;Y;105;294;4;0;N
ID1028;0;Evening;Payment related;Y;Y;102;294;4;0;Y
ID1029;0;Evening;Payment related;Y;Y;46;301;3;0;N
ID1030;0;Evening;Admin Support;Y;Y;11;112;1;0;N
ID1031;0;Morning;Payment related;Y;Y;125;363;3;0;N
ID1032;0;Morning;Admin Support;Y;Y;112;173;3;0;N
ID1033;0;Morning;Technical Support;Y;Y;14;116;3;0;N
ID1034;0;Morning;Contract related;Y;N;10;283;4;0;Y
ID1035;0;Morning;Contract related;Y;Y;60;92;3;0;Y
ID1036;0;Morning;Streaming;Y;Y;59;302;5;0;N
ID1037;0;Morning;Technical Support;Y;Y;87;223;5;0;N
ID1038;1;Morning;Contract related;Y;Y;111;186;5;0;N
ID1039;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1040;0;Morning;Payment related;Y;Y;10;191;2;0;N
ID1041;0;Morning;Technical Support;N;N;-1;-1;-1;1;Y
ID1042;1;Morning;Streaming;N;N;-1;-1;-1;1;Y
ID1043;0;Morning;Payment related;Y;Y;116;348;5;0;N
ID1044;1;Morning;Admin Support;Y;N;89;200;3;0;N
ID1045;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1046;0;Morning;Contract related;Y;N;106;232;4;0;N
ID1047;0;Morning;Streaming;N;N;-1;-1;-1;1;N
ID1048;0;Morning;Streaming;Y;Y;81;147;4;0;N
ID1049;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1050;1;Morning;Admin Support;Y;Y;96;339;5;0;N
ID1051;1;Morning;Payment related;Y;Y;64;366;5;0;Y
ID1052;0;Morning;Contract related;Y;N;79;409;1;0;N
ID1053;0;Morning;Payment related;Y;Y;98;203;1;0;N
ID1054;1;Morning;Admin Support;Y;Y;91;240;5;0;N
ID1055;1;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID1056;0;Afternoon;Contract related;Y;Y;84;404;2;0;N
ID1057;0;Afternoon;Technical Support;Y;Y;47;358;5;0;Y
ID1058;0;Afternoon;Payment related;Y;Y;42;126;5;0;N
ID1059;0;Afternoon;Streaming;Y;N;45;224;4;0;N
ID1060;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID1061;0;Afternoon;Payment related;Y;Y;19;96;5;0;N
ID1062;0;Afternoon;Contract related;Y;Y;114;145;3;0;N
ID1063;0;Afternoon;Admin Support;Y;Y;94;117;5;0;N
ID1064;1;Afternoon;Payment related;N;N;-1;-1;-1;1;Y
ID1065;0;Afternoon;Streaming;Y;Y;99;196;5;0;N
ID1066;0;Afternoon;Streaming;Y;Y;23;272;4;0;Y
ID1067;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID1068;0;Afternoon;Admin Support;Y;Y;80;292;5;0;N
ID1069;1;Afternoon;Payment related;Y;Y;18;319;3;0;Y
ID1070;1;Afternoon;Contract related;N;N;-1;-1;-1;1;Y
ID1071;0;Afternoon;Payment related;Y;Y;104;213;4;0;N
ID1072;0;Afternoon;Payment related;Y;Y;116;345;3;0;Y
ID1073;0;Afternoon;Streaming;Y;Y;44;369;5;0;N
ID1074;0;Afternoon;Payment related;Y;Y;91;403;4;0;N
ID1075;1;Afternoon;Contract related;N;N;-1;-1;-1;1;N
ID1076;1;Afternoon;Technical Support;Y;Y;122;255;3;0;Y
ID1077;0;Afternoon;Streaming;Y;Y;103;169;3;0;N
ID1078;0;Afternoon;Technical Support;Y;Y;18;121;5;0;Y
ID1079;0;Afternoon;Contract related;Y;Y;20;147;4;0;Y
ID1080;0;Afternoon;Payment related;Y;Y;93;161;2;0;Y
ID1081;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;Y
ID1082;0;Afternoon;Technical Support;Y;Y;63;260;4;0;N
ID1083;0;Evening;Contract related;Y;Y;90;392;4;0;Y
ID1084;1;Evening;Contract related;Y;Y;43;240;4;0;N
ID1085;0;Evening;Contract related;Y;N;105;170;4;0;N
ID1086;0;Evening;Contract related;Y;Y;59;310;5;0;N
ID1087;0;Evening;Admin Support;Y;Y;115;407;4;0;Y
ID1088;1;Evening;Payment related;Y;Y;106;171;4;0;Y
ID1089;0;Evening;Streaming;Y;Y;35;119;3;0;N
ID1090;0;Evening;Contract related;Y;Y;48;395;4;0;N
ID1091;0;Evening;Contract related;N;N;-1;-1;-1;1;N
ID1092;0;Evening;Technical Support;Y;Y;56;398;4;0;N
ID1093;0;Morning;Technical Support;N;N;-1;-1;-1;1;Y
ID1094;0;Morning;Admin Support;Y;Y;99;279;4;0;N
ID1095;0;Morning;Admin Support;Y;Y;71;161;3;0;Y
ID1096;0;Morning;Payment related;Y;Y;54;264;4;0;N
ID1097;1;Morning;Admin Support;N;N;-1;-1;-1;1;N
ID1098;0;Morning;Payment related;N;N;-1;-1;-1;1;Y
ID1099;1;Morning;Streaming;Y;Y;54;146;4;0;N
ID1100;0;Morning;Technical Support;Y;Y;62;169;2;0;N
ID1101;0;Morning;Payment related;Y;Y;24;248;4;0;N
ID1102;0;Morning;Admin Support;Y;Y;94;250;5;0;N
ID1103;1;Morning;Payment related;Y;Y;43;116;3;0;N
ID1104;0;Morning;Streaming;N;N;-1;-1;-1;1;Y
ID1105;0;Morning;Streaming;Y;Y;58;254;5;0;N
ID1106;1;Morning;Payment related;Y;Y;15;395;1;0;N
ID1107;0;Afternoon;Contract related;Y;Y;102;136;1;0;Y
ID1108;0;Afternoon;Contract related;Y;Y;40;322;2;0;Y
ID1109;0;Afternoon;Technical Support;Y;Y;63;290;2;0;N
ID1110;0;Afternoon;Streaming;Y;Y;77;382;4;0;N
ID1111;1;Afternoon;Technical Support;Y;Y;93;330;4;0;Y
ID1112;0;Afternoon;Streaming;Y;Y;101;202;5;0;N
ID1113;1;Afternoon;Payment related;Y;Y;34;94;5;0;Y
ID1114;0;Afternoon;Payment related;Y;Y;64;154;5;0;Y
ID1115;0;Afternoon;Technical Support;Y;N;25;392;3;0;N
ID1116;0;Afternoon;Admin Support;Y;Y;122;193;4;0;Y
ID1117;0;Afternoon;Streaming;Y;Y;36;121;4;0;N
ID1118;0;Afternoon;Contract related;Y;Y;37;154;3;0;Y
ID1119;0;Afternoon;Streaming;Y;Y;112;406;3;0;N
ID1120;1;Afternoon;Payment related;N;N;-1;-1;-1;1;Y
ID1121;0;Afternoon;Admin Support;Y;Y;57;293;3;0;N
ID1122;0;Afternoon;Admin Support;Y;Y;14;148;3;0;N
ID1123;1;Evening;Admin Support;Y;Y;72;251;2;0;Y
ID1124;0;Evening;Admin Support;Y;Y;60;392;3;0;N
ID1125;0;Evening;Payment related;Y;Y;52;177;5;0;Y
ID1126;1;Evening;Contract related;N;N;-1;-1;-1;1;N
ID1127;0;Evening;Streaming;Y;Y;73;105;3;0;Y
ID1128;0;Evening;Contract related;Y;Y;108;200;4;0;N
ID1129;0;Evening;Streaming;Y;Y;50;168;4;0;Y
ID1130;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID1131;1;Evening;Admin Support;Y;N;100;244;2;0;Y
ID1132;0;Evening;Technical Support;Y;Y;69;142;3;0;N
ID1133;1;Morning;Streaming;Y;Y;39;131;1;0;Y
ID1134;0;Morning;Technical Support;Y;Y;71;174;5;0;N
ID1135;1;Morning;Streaming;N;N;-1;-1;-1;1;N
ID1136;0;Morning;Technical Support;Y;Y;79;139;5;0;Y
ID1137;0;Morning;Contract related;Y;Y;57;324;3;0;N
ID1138;0;Morning;Admin Support;Y;Y;82;293;4;0;N
ID1139;0;Morning;Contract related;Y;Y;73;193;1;0;Y
ID1140;0;Morning;Technical Support;Y;Y;110;191;5;0;Y
ID1141;1;Morning;Admin Support;Y;Y;106;169;5;0;N
ID1142;0;Morning;Streaming;Y;Y;92;193;4;0;Y
ID1143;0;Morning;Streaming;Y;Y;28;360;4;0;N
ID1144;0;Morning;Contract related;Y;Y;108;362;1;0;N
ID1145;0;Morning;Streaming;Y;Y;57;167;4;0;N
ID1146;0;Morning;Contract related;Y;Y;109;356;3;0;N
ID1147;0;Morning;Contract related;Y;Y;55;157;2;0;Y
ID1148;0;Morning;Technical Support;N;N;-1;-1;-1;1;Y
ID1149;0;Morning;Payment related;Y;Y;68;413;1;0;N
ID1150;0;Morning;Admin Support;Y;N;46;94;3;0;N
ID1151;0;Afternoon;Technical Support;Y;Y;30;299;3;0;Y
ID1152;0;Afternoon;Admin Support;Y;Y;107;110;4;0;N
ID1153;0;Afternoon;Technical Support;Y;Y;122;385;5;0;Y
ID1154;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;Y
ID1155;1;Afternoon;Technical Support;Y;Y;18;97;5;0;N
ID1156;0;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID1157;0;Afternoon;Payment related;N;N;-1;-1;-1;1;Y
ID1158;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
ID1159;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID1160;0;Afternoon;Streaming;Y;Y;99;194;4;0;N
ID1161;1;Evening;Contract related;Y;Y;52;167;2;0;Y
ID1162;1;Evening;Admin Support;N;N;-1;-1;-1;1;Y
ID1163;0;Evening;Payment related;N;N;-1;-1;-1;1;Y
ID1164;0;Evening;Contract related;Y;Y;79;107;3;0;Y
ID1165;0;Evening;Streaming;Y;Y;112;231;5;0;N
ID1166;0;Evening;Payment related;Y;Y;16;263;3;0;Y
ID1167;0;Evening;Contract related;Y;Y;22;418;3;0;N
ID1168;0;Evening;Contract related;Y;Y;115;145;1;0;Y
ID1169;0;Evening;Technical Support;Y;Y;125;277;4;0;N
ID1170;0;Evening;Payment related;Y;Y;68;306;3;0;N
ID1171;0;Evening;Technical Support;Y;Y;44;136;4;0;N
ID1172;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID1173;0;Evening;Streaming;Y;Y;119;102;4;0;Y
ID1174;0;Evening;Streaming;Y;Y;62;114;5;0;N
ID1175;0;Evening;Streaming;Y;Y;84;364;5;0;Y
ID1176;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID1177;0;Evening;Streaming;Y;Y;75;388;4;0;N
ID1178;0;Evening;Payment related;Y;Y;114;174;4;0;N
ID1179;1;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID1180;0;Evening;Admin Support;Y;Y;21;130;4;0;N
ID1181;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID1182;1;Morning;Admin Support;Y;Y;20;128;3;0;Y
ID1183;0;Morning;Technical Support;Y;Y;112;217;1;0;N
ID1184;1;Morning;Streaming;Y;Y;85;324;4;0;Y
ID1185;0;Morning;Admin Support;Y;Y;34;367;3;0;N
ID1186;0;Morning;Streaming;Y;Y;53;302;4;0;N
ID1187;1;Morning;Streaming;Y;Y;103;194;5;0;Y
ID1188;0;Morning;Contract related;Y;Y;98;413;4;0;N
ID1189;1;Morning;Technical Support;Y;Y;23;284;1;0;N
ID1190;0;Morning;Admin Support;Y;Y;53;137;2;0;N
ID1191;0;Morning;Technical Support;N;N;-1;-1;-1;1;Y
ID1192;0;Morning;Contract related;Y;N;55;280;4;0;N
ID1193;0;Morning;Admin Support;Y;Y;77;302;5;0;N
ID1194;0;Morning;Technical Support;Y;Y;46;365;3;0;N
ID1195;1;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID1196;1;Morning;Payment related;Y;Y;39;305;4;0;N
ID1197;0;Morning;Payment related;Y;Y;13;420;3;0;N
ID1198;0;Morning;Admin Support;Y;Y;84;334;5;0;N
ID1199;0;Morning;Admin Support;Y;Y;60;286;3;0;N
ID1200;0;Morning;Admin Support;Y;Y;32;95;5;0;N
ID1201;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID1202;0;Afternoon;Contract related;N;N;-1;-1;-1;1;Y
ID1203;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;Y
ID1204;0;Afternoon;Payment related;Y;Y;67;402;4;0;N
ID1205;0;Afternoon;Streaming;Y;N;94;238;4;0;Y
ID1206;0;Afternoon;Streaming;Y;Y;92;370;1;0;Y
ID1207;0;Afternoon;Streaming;Y;Y;35;130;3;0;Y
ID1208;0;Afternoon;Admin Support;Y;Y;57;141;5;0;N
ID1209;0;Afternoon;Streaming;N;N;-1;-1;-1;1;N
ID1210;1;Afternoon;Admin Support;Y;Y;15;295;4;0;N
ID1211;0;Afternoon;Admin Support;Y;N;54;195;5;0;N
ID1212;0;Afternoon;Payment related;Y;Y;99;120;1;0;N
ID1213;0;Afternoon;Contract related;N;N;-1;-1;-1;1;Y
ID1214;0;Afternoon;Streaming;N;N;-1;-1;-1;1;N
ID1215;0;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID1216;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;N
ID1217;1;Evening;Payment related;N;N;-1;-1;-1;1;Y
ID1218;1;Evening;Streaming;Y;Y;78;125;5;0;N
ID1219;0;Evening;Admin Support;N;N;-1;-1;-1;1;Y
ID1220;1;Evening;Payment related;Y;N;35;309;5;0;Y
ID1221;0;Evening;Contract related;N;N;-1;-1;-1;1;Y
ID1222;0;Evening;Contract related;Y;Y;33;369;5;0;Y
ID1223;0;Evening;Streaming;Y;Y;72;249;5;0;Y
ID1224;0;Evening;Technical Support;Y;N;82;302;1;0;Y
ID1225;0;Evening;Admin Support;N;N;-1;-1;-1;1;Y
ID1226;0;Evening;Payment related;Y;Y;115;252;5;0;N
ID1227;0;Evening;Streaming;Y;Y;64;162;3;0;N
ID1228;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID1229;0;Evening;Payment related;Y;Y;71;241;2;0;N
ID1230;1;Evening;Streaming;Y;N;50;308;3;0;N
ID1231;1;Morning;Streaming;Y;Y;116;133;2;0;N
ID1232;0;Morning;Admin Support;Y;Y;52;147;5;0;N
ID1233;0;Morning;Technical Support;Y;Y;112;217;5;0;Y
ID1234;0;Morning;Admin Support;Y;Y;116;222;3;0;Y
ID1235;0;Morning;Payment related;Y;N;112;378;2;0;N
ID1236;0;Morning;Streaming;Y;Y;53;346;4;0;N
ID1237;1;Morning;Admin Support;Y;Y;12;331;3;0;Y
ID1238;0;Morning;Technical Support;Y;N;120;114;4;0;Y
ID1239;0;Morning;Admin Support;N;N;-1;-1;-1;1;Y
ID1240;0;Morning;Technical Support;Y;Y;118;229;4;0;N
ID1241;0;Morning;Contract related;Y;Y;121;229;2;0;N
ID1242;1;Morning;Streaming;Y;Y;83;408;5;0;Y
ID1243;0;Morning;Streaming;Y;Y;84;141;5;0;N
ID1244;0;Morning;Payment related;Y;N;63;300;4;0;Y
ID1245;0;Morning;Technical Support;Y;Y;33;209;3;0;Y
ID1246;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1247;0;Morning;Admin Support;Y;N;10;121;5;0;N
ID1248;0;Morning;Admin Support;Y;Y;100;102;5;0;N
ID1249;1;Morning;Contract related;Y;Y;110;303;5;0;Y
ID1250;0;Morning;Payment related;Y;Y;28;316;2;0;N
ID1251;1;Morning;Admin Support;Y;Y;74;135;3;0;N
ID1252;0;Morning;Admin Support;Y;Y;18;81;3;0;N
ID1253;1;Morning;Streaming;Y;Y;22;372;3;0;N
ID1254;1;Morning;Streaming;N;N;-1;-1;-1;1;N
ID1255;1;Morning;Contract related;Y;Y;15;217;3;0;N
ID1256;0;Morning;Admin Support;Y;Y;120;252;2;0;N
ID1257;1;Afternoon;Contract related;Y;Y;26;227;3;0;Y
ID1258;0;Afternoon;Payment related;Y;Y;33;104;5;0;N
ID1259;0;Afternoon;Streaming;Y;Y;18;134;4;0;N
ID1260;0;Afternoon;Payment related;Y;Y;29;355;5;0;N
ID1261;0;Afternoon;Payment related;Y;Y;89;154;2;0;N
ID1262;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID1263;0;Afternoon;Admin Support;Y;Y;44;192;5;0;N
ID1264;1;Afternoon;Contract related;Y;N;62;213;4;0;N
ID1265;0;Afternoon;Admin Support;Y;Y;29;110;5;0;Y
ID1266;0;Afternoon;Admin Support;Y;Y;10;402;5;0;N
ID1267;0;Afternoon;Payment related;Y;Y;75;180;4;0;Y
ID1268;0;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID1269;0;Afternoon;Technical Support;Y;Y;33;126;5;0;N
ID1270;1;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
ID1271;0;Evening;Payment related;Y;N;56;118;4;0;N
ID1272;0;Evening;Admin Support;N;N;-1;-1;-1;1;Y
ID1273;1;Evening;Contract related;Y;N;31;91;3;0;Y
ID1274;0;Evening;Streaming;Y;Y;56;140;2;0;N
ID1275;0;Evening;Payment related;Y;Y;53;163;4;0;N
ID1276;0;Evening;Technical Support;Y;Y;12;348;3;0;Y
ID1277;0;Evening;Streaming;Y;Y;53;363;3;0;Y
ID1278;0;Evening;Streaming;Y;Y;116;298;3;0;Y
ID1279;1;Evening;Payment related;Y;Y;19;131;4;0;Y
ID1280;1;Evening;Contract related;N;N;-1;-1;-1;1;Y
ID1281;0;Evening;Streaming;Y;Y;74;354;2;0;N
ID1282;0;Evening;Streaming;Y;Y;85;164;3;0;N
ID1283;0;Evening;Contract related;N;N;-1;-1;-1;1;N
ID1284;0;Evening;Payment related;N;N;-1;-1;-1;1;N
ID1285;0;Morning;Payment related;N;N;-1;-1;-1;1;N
ID1286;1;Morning;Streaming;Y;Y;48;396;2;0;Y
ID1287;0;Morning;Payment related;Y;Y;57;272;3;0;N
ID1288;0;Morning;Admin Support;Y;N;116;309;3;0;N
ID1289;0;Morning;Admin Support;Y;Y;21;110;1;0;N
ID1290;0;Morning;Contract related;Y;Y;87;191;3;0;N
ID1291;0;Morning;Technical Support;Y;Y;42;236;3;0;Y
ID1292;0;Morning;Technical Support;Y;Y;86;148;1;0;N
ID1293;0;Morning;Payment related;Y;Y;95;185;5;0;N
ID1294;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1295;1;Morning;Technical Support;Y;Y;109;347;3;0;N
ID1296;0;Morning;Payment related;N;N;-1;-1;-1;1;N
ID1297;0;Morning;Admin Support;Y;Y;104;335;2;0;Y
ID1298;0;Morning;Payment related;Y;Y;123;175;1;0;N
ID1299;0;Morning;Streaming;Y;Y;72;311;5;0;N
ID1300;1;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID1301;0;Morning;Contract related;Y;N;28;112;4;0;N
ID1302;1;Morning;Streaming;Y;Y;124;193;4;0;N
ID1303;0;Morning;Payment related;Y;Y;16;275;4;0;N
ID1304;0;Morning;Admin Support;N;N;-1;-1;-1;1;N
ID1305;0;Morning;Admin Support;Y;Y;125;91;3;0;N
ID1306;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1307;0;Morning;Contract related;Y;Y;61;185;3;0;N
ID1308;0;Morning;Streaming;Y;Y;55;390;1;0;Y
ID1309;1;Morning;Technical Support;Y;Y;41;234;4;0;N
ID1310;1;Morning;Contract related;Y;Y;81;379;3;0;Y
ID1311;0;Afternoon;Contract related;Y;Y;112;223;3;0;Y
ID1312;0;Afternoon;Streaming;Y;Y;58;259;4;0;N
ID1313;0;Afternoon;Streaming;Y;N;61;102;5;0;Y
ID1314;0;Afternoon;Payment related;Y;Y;51;404;3;0;N
ID1315;1;Afternoon;Streaming;Y;Y;102;239;4;0;N
ID1316;0;Afternoon;Payment related;Y;Y;19;343;4;0;N
ID1317;0;Afternoon;Streaming;Y;Y;33;186;2;0;N
ID1318;0;Afternoon;Technical Support;Y;Y;113;364;3;0;N
ID1319;0;Afternoon;Technical Support;Y;Y;28;230;5;0;Y
ID1320;1;Afternoon;Technical Support;Y;Y;46;283;1;0;Y
ID1321;0;Afternoon;Technical Support;Y;Y;76;129;3;0;Y
ID1322;1;Afternoon;Technical Support;Y;Y;124;189;2;0;Y
ID1323;0;Afternoon;Technical Support;Y;Y;96;270;2;0;N
ID1324;0;Afternoon;Streaming;Y;N;110;303;5;0;Y
ID1325;1;Afternoon;Payment related;Y;Y;116;219;5;0;N
ID1326;0;Afternoon;Payment related;Y;Y;14;371;5;0;Y
ID1327;0;Afternoon;Admin Support;Y;Y;53;361;4;0;N
ID1328;1;Afternoon;Streaming;Y;Y;37;289;2;0;N
ID1329;0;Evening;Admin Support;Y;Y;68;103;1;0;Y
ID1330;0;Evening;Streaming;Y;Y;43;190;3;0;N
ID1331;0;Evening;Technical Support;Y;Y;19;141;3;0;N
ID1332;0;Evening;Technical Support;Y;Y;47;266;3;0;Y
ID1333;1;Evening;Contract related;N;N;-1;-1;-1;1;N
ID1334;1;Evening;Payment related;Y;Y;84;381;4;0;N
ID1335;0;Evening;Payment related;Y;Y;17;155;1;0;Y
ID1336;1;Evening;Payment related;Y;Y;116;137;4;0;N
ID1337;1;Evening;Admin Support;Y;Y;22;106;4;0;N
ID1338;0;Evening;Technical Support;Y;Y;10;373;4;0;N
ID1339;0;Morning;Streaming;Y;Y;76;152;4;0;Y
ID1340;0;Morning;Payment related;Y;Y;104;396;4;0;N
ID1341;0;Morning;Streaming;Y;Y;44;410;3;0;N
ID1342;0;Morning;Admin Support;Y;Y;24;220;5;0;N
ID1343;1;Morning;Technical Support;Y;Y;40;417;3;0;N
ID1344;1;Morning;Payment related;Y;Y;57;345;4;0;Y
ID1345;1;Morning;Technical Support;Y;Y;19;383;3;0;N
ID1346;0;Morning;Streaming;Y;Y;55;395;3;0;N
ID1347;0;Morning;Contract related;Y;Y;102;313;5;0;N
ID1348;1;Morning;Payment related;Y;N;123;98;3;0;N
ID1349;0;Morning;Admin Support;N;N;-1;-1;-1;1;Y
ID1350;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID1351;0;Morning;Streaming;Y;Y;115;358;4;0;N
ID1352;0;Morning;Technical Support;Y;Y;53;365;5;0;N
ID1353;0;Morning;Technical Support;Y;Y;61;125;5;0;N
ID1354;0;Morning;Technical Support;Y;Y;99;333;5;0;Y
ID1355;0;Morning;Admin Support;N;N;-1;-1;-1;1;Y
ID1356;0;Morning;Payment related;Y;N;57;146;3;0;N
ID1357;0;Morning;Contract related;Y;Y;24;283;3;0;N
ID1358;0;Morning;Contract related;Y;Y;75;163;4;0;Y
ID1359;0;Morning;Contract related;Y;Y;72;331;4;0;N
ID1360;0;Morning;Payment related;Y;Y;73;194;4;0;N
ID1361;0;Morning;Payment related;Y;N;105;185;4;0;N
ID1362;0;Morning;Technical Support;Y;Y;75;225;3;0;N
ID1363;0;Morning;Payment related;Y;Y;29;289;4;0;N
ID1364;0;Morning;Technical Support;Y;Y;41;103;1;0;N
ID1365;0;Afternoon;Admin Support;Y;Y;93;191;4;0;N
ID1366;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;N
ID1367;0;Afternoon;Admin Support;Y;Y;73;335;3;0;Y
ID1368;0;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID1369;1;Afternoon;Payment related;Y;Y;112;141;4;0;N
ID1370;0;Afternoon;Payment related;Y;Y;37;339;4;0;Y
ID1371;0;Afternoon;Contract related;Y;Y;59;350;5;0;N
ID1372;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
ID1373;0;Afternoon;Technical Support;Y;Y;56;143;3;0;N
ID1374;0;Afternoon;Contract related;Y;Y;56;312;3;0;Y
ID1375;0;Afternoon;Admin Support;N;N;-1;-1;-1;1;N
ID1376;0;Afternoon;Admin Support;Y;Y;43;390;5;0;N
ID1377;0;Afternoon;Payment related;Y;Y;80;369;2;0;N
ID1378;0;Afternoon;Admin Support;Y;Y;66;363;3;0;N
ID1379;0;Afternoon;Contract related;Y;Y;54;251;3;0;N
ID1380;0;Afternoon;Streaming;Y;Y;94;303;2;0;Y
